,Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,TimeDim,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
0,807,NCD_PAC,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,SEX,2004,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,21.6 [10.4-35.7],21.599522,10.399239,35.663475,,2024-06-21T13:42:48.827+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
1,1090,NCD_PAC,COUNTRY,LVA,EUR,YEAR,Europe,SEX,2022,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,18.5 [10.9-28.1],18.534456,10.88063,28.138763,,2024-06-21T13:42:48.827+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
2,1528,NCD_PAC,COUNTRY,TKM,EUR,YEAR,Europe,SEX,2015,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,13.6 [6.9-22.4],13.589655,6.9175987,22.373041,,2024-06-21T13:42:48.827+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
3,1757,NCD_PAC,COUNTRY,FRA,EUR,YEAR,Europe,SEX,2017,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,34.6 [26.4-43.2],34.574268,26.418528,43.210236,,2024-06-21T13:42:48.827+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
4,2053,NCD_PAC,COUNTRY,SLV,AMR,YEAR,Americas,SEX,2007,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,26.5 [14.0-41.8],26.513344,13.998728,41.84819,,2024-06-21T13:42:48.827+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
5,2946,NCD_PAC,COUNTRY,GEO,EUR,YEAR,Europe,SEX,2020,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,24.1 [13.6-36.6],24.128315,13.59764,36.587654,,2024-06-21T13:42:48.827+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
6,3034,NCD_PAC,COUNTRY,CZE,EUR,YEAR,Europe,SEX,2009,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,23.5 [17.6-30.0],23.451614,17.556915,30.018133,,2024-06-21T13:42:48.827+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
7,3625,NCD_PAC,COUNTRY,THA,SEAR,YEAR,South-East Asia,SEX,2022,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,32.7 [24.7-41.4],32.707058,24.713928,41.409164,,2024-06-21T13:42:48.827+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
8,5143,NCD_PAC,COUNTRY,MDV,SEAR,YEAR,South-East Asia,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,22.7 [13.7-33.2],22.689114,13.738091,33.215393,,2024-06-21T13:42:48.827+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
9,5527,NCD_PAC,COUNTRY,BIH,EUR,YEAR,Europe,SEX,2011,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,14.7 [6.8-25.3],14.695327,6.8329906,25.34148,,2024-06-21T13:42:48.827+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
10,8091,NCD_PAC,COUNTRY,PRI,AMR,YEAR,Americas,SEX,2000,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,34.5 [16.9-55.4],34.48344,16.919388,55.391663,,2024-06-21T13:42:48.827+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
11,8478,NCD_PAC,COUNTRY,SMR,EUR,YEAR,Europe,SEX,2017,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,30.2 [14.8-48.5],30.180073,14.765104,48.502819,,2024-06-21T13:42:48.827+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
12,9154,NCD_PAC,COUNTRY,FRA,EUR,YEAR,Europe,SEX,2013,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,28.5 [22.6-34.6],28.462578,22.595249,34.590492,,2024-06-21T13:42:48.827+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
13,9302,NCD_PAC,COUNTRY,LSO,AFR,YEAR,Africa,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,7.2 [2.0-16.4],7.1953506,1.9824055,16.431412,,2024-06-21T13:42:48.827+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
14,9699,NCD_PAC,COUNTRY,BHS,AMR,YEAR,Americas,SEX,2014,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,26.9 [18.8-36.6],26.945118,18.752592,36.575539,,2024-06-21T13:42:48.827+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
15,9844,NCD_PAC,COUNTRY,PNG,WPR,YEAR,Western Pacific,SEX,2004,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,12.6 [6.2-21.5],12.63059,6.1530046,21.514645,,2024-06-21T13:42:48.827+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
16,12346,NCD_PAC,WORLDBANKINCOMEGROUP,WB_LI,,YEAR,,SEX,2018,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,18.2 [14.1-23.2],18.24478,14.149408,23.158077,,2024-06-21T13:42:48.827+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
17,13020,NCD_PAC,COUNTRY,SVK,EUR,YEAR,Europe,SEX,2015,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,25.9 [20.6-32.0],25.923618,20.577887,31.955406,,2024-06-21T13:42:48.827+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
18,13046,NCD_PAC,COUNTRY,GRC,EUR,YEAR,Europe,SEX,2005,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,37.1 [27.9-46.9],37.091282,27.880699,46.921864,,2024-06-21T13:42:48.827+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
19,13385,NCD_PAC,COUNTRY,KNA,AMR,YEAR,Americas,SEX,2010,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,43.0 [23.1-63.4],42.950344,23.149939,63.363785,,2024-06-21T13:42:48.827+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
20,13583,NCD_PAC,COUNTRY,SWE,EUR,YEAR,Europe,SEX,2010,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,19.5 [14.5-25.1],19.462151,14.479831,25.10919,,2024-06-21T13:42:48.827+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
21,13835,NCD_PAC,COUNTRY,GIN,AFR,YEAR,Africa,SEX,2022,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,14.9 [4.2-31.9],14.932532,4.1826649,31.860512,,2024-06-21T13:42:48.827+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
22,14260,NCD_PAC,COUNTRY,GNB,AFR,YEAR,Africa,SEX,2015,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,16.1 [6.2-30.4],16.075602,6.1805992,30.381763,,2024-06-21T13:42:48.827+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
23,14798,NCD_PAC,COUNTRY,JAM,AMR,YEAR,Americas,SEX,2000,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,27.0 [16.4-39.7],26.960516,16.400558,39.73658,,2024-06-21T13:42:48.827+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24,15028,NCD_PAC,COUNTRY,SGP,WPR,YEAR,Western Pacific,SEX,2015,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,23.1 [17.8-29.1],23.055536,17.789806,29.11762,,2024-06-21T13:42:48.827+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
25,16589,NCD_PAC,COUNTRY,KEN,AFR,YEAR,Africa,SEX,2003,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,8.2 [4.0-14.2],8.1514425,3.9563627,14.166875,,2024-06-21T13:42:48.827+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
26,17366,NCD_PAC,COUNTRY,PRI,AMR,YEAR,Americas,SEX,2014,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,41.5 [24.4-59.8],41.464417,24.359797,59.814991,,2024-06-21T13:42:48.827+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
27,17790,NCD_PAC,COUNTRY,MHL,WPR,YEAR,Western Pacific,SEX,2015,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,19.5 [6.6-37.7],19.541479,6.6064367,37.709023,,2024-06-21T13:42:48.827+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
28,18418,NCD_PAC,COUNTRY,BFA,AFR,YEAR,Africa,SEX,2003,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,13.2 [7.4-20.8],13.187779,7.412569,20.779102,,2024-06-21T13:42:48.827+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
29,18535,NCD_PAC,COUNTRY,SRB,EUR,YEAR,Europe,SEX,2014,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,54.9 [34.0-74.9],54.869164,34.024487,74.88018,,2024-06-21T13:42:48.827+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
30,19179,NCD_PAC,COUNTRY,UKR,EUR,YEAR,Europe,SEX,2017,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,12.9 [7.5-20.1],12.893904,7.4540777,20.110655,,2024-06-21T13:42:48.827+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
31,19621,NCD_PAC,COUNTRY,AZE,EUR,YEAR,Europe,SEX,2000,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,17.9 [5.3-37.8],17.866674,5.3170877,37.826298,,2024-06-21T13:42:48.827+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
32,22134,NCD_PAC,COUNTRY,THA,SEAR,YEAR,South-East Asia,SEX,2001,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,16.4 [8.1-27.6],16.421989,8.1192245,27.58255,,2024-06-21T13:42:48.827+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
33,24585,NCD_PAC,COUNTRY,SEN,AFR,YEAR,Africa,SEX,2015,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,15.6 [10.1-22.3],15.567443,10.058604,22.290257,,2024-06-21T13:42:48.827+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
34,24588,NCD_PAC,COUNTRY,BFA,AFR,YEAR,Africa,SEX,2008,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,15.6 [9.9-22.5],15.631705,9.9434862,22.545603,,2024-06-21T13:42:48.827+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
35,25562,NCD_PAC,COUNTRY,MHL,WPR,YEAR,Western Pacific,SEX,2001,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,37.0 [23.2-51.7],37.009274,23.245832,51.683861,,2024-06-21T13:42:48.827+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
36,25575,NCD_PAC,COUNTRY,LAO,WPR,YEAR,Western Pacific,SEX,2017,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,8.6 [3.6-15.9],8.6122799,3.577096,15.949477,,2024-06-21T13:42:48.827+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
37,25769,NCD_PAC,COUNTRY,ZAF,AFR,YEAR,Africa,SEX,2003,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,47.2 [40.4-53.9],47.199253,40.377651,53.94532,,2024-06-21T13:42:48.827+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
38,25989,NCD_PAC,COUNTRY,MHL,WPR,YEAR,Western Pacific,SEX,2017,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,32.7 [10.0-62.6],32.659157,10.019154,62.575764,,2024-06-21T13:42:48.827+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
39,26963,NCD_PAC,COUNTRY,JOR,EMR,YEAR,Eastern Mediterranean,SEX,2006,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,25.9 [18.6-34.2],25.863823,18.591738,34.153202,,2024-06-21T13:42:48.827+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
40,29472,NCD_PAC,COUNTRY,VNM,WPR,YEAR,Western Pacific,SEX,2020,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,33.2 [23.4-43.5],33.168297,23.38455,43.47588,,2024-06-21T13:42:48.827+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
41,29675,NCD_PAC,COUNTRY,IRN,EMR,YEAR,Eastern Mediterranean,SEX,2007,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,41.2 [33.2-49.5],41.192444,33.225105,49.498219,,2024-06-21T13:42:48.827+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
42,31325,NCD_PAC,COUNTRY,ISR,EUR,YEAR,Europe,SEX,2019,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,28.7 [13.1-47.9],28.735764,13.080245,47.944107,,2024-06-21T13:42:48.827+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
43,31445,NCD_PAC,COUNTRY,BFA,AFR,YEAR,Africa,SEX,2022,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,14.7 [9.5-20.6],14.665248,9.5340986,20.58634,,2024-06-21T13:42:48.827+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
44,32829,NCD_PAC,COUNTRY,DZA,AFR,YEAR,Africa,SEX,2015,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,25.8 [18.5-33.8],25.752756,18.513582,33.813061,,2024-06-21T13:42:48.827+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
45,33249,NCD_PAC,COUNTRY,MDV,SEAR,YEAR,South-East Asia,SEX,2011,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,24.8 [13.5-38.4],24.829981,13.477805,38.435265,,2024-06-21T13:42:48.827+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
46,33509,NCD_PAC,COUNTRY,CZE,EUR,YEAR,Europe,SEX,2022,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,28.6 [18.8-39.6],28.607872,18.809992,39.567638,,2024-06-21T13:42:48.827+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
47,34113,NCD_PAC,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,SEX,2002,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,26.2 [18.6-34.4],26.164585,18.604582,34.403732,,2024-06-21T13:42:48.827+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
48,34256,NCD_PAC,COUNTRY,IRN,EMR,YEAR,Eastern Mediterranean,SEX,2012,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,36.7 [32.6-40.8],36.676212,32.563065,40.767399,,2024-06-21T13:42:48.827+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
49,35461,NCD_PAC,COUNTRY,CRI,AMR,YEAR,Americas,SEX,2015,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,47.4 [39.0-55.8],47.353519,38.988876,55.809147,,2024-06-21T13:42:48.827+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
50,35909,NCD_PAC,COUNTRY,STP,AFR,YEAR,Africa,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,20.6 [11.8-31.4],20.558212,11.755707,31.442495,,2024-06-21T13:42:48.827+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
51,36340,NCD_PAC,COUNTRY,NPL,SEAR,YEAR,South-East Asia,SEX,2017,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,9.3 [5.5-14.4],9.307354,5.4853864,14.354088,,2024-06-21T13:42:48.827+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
52,36344,NCD_PAC,COUNTRY,RWA,AFR,YEAR,Africa,SEX,2006,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,14.4 [8.4-22.3],14.381745,8.4474411,22.27413,,2024-06-21T13:42:48.827+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
53,36528,NCD_PAC,COUNTRY,ARM,EUR,YEAR,Europe,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,27.3 [15.9-40.8],27.326159,15.873352,40.828545,,2024-06-21T13:42:48.827+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
54,36557,NCD_PAC,COUNTRY,BHR,EMR,YEAR,Eastern Mediterranean,SEX,2021,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,34.2 [12.0-63.1],34.188766,11.998602,63.05632,,2024-06-21T13:42:48.827+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
55,37768,NCD_PAC,COUNTRY,CZE,EUR,YEAR,Europe,SEX,2006,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,25.4 [20.0-31.0],25.36352,20.012251,31.011709,,2024-06-21T13:42:48.827+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
56,38406,NCD_PAC,REGION,WPR,,YEAR,,SEX,2020,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,28.5 [22.4-35.3],28.455582,22.385763,35.261993,,2024-06-21T13:42:48.827+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
57,39007,NCD_PAC,COUNTRY,IRQ,EMR,YEAR,Eastern Mediterranean,SEX,2020,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,48.8 [36.9-61.2],48.827709,36.851711,61.151306,,2024-06-21T13:42:48.827+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
58,39015,NCD_PAC,COUNTRY,MWI,AFR,YEAR,Africa,SEX,2002,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,16.1 [8.9-25.7],16.108334,8.9425259,25.691744,,2024-06-21T13:42:48.827+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
59,39979,NCD_PAC,COUNTRY,SYR,EMR,YEAR,Eastern Mediterranean,SEX,2021,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,36.0 [16.6-58.3],36.018997,16.62048,58.331905,,2024-06-21T13:42:48.827+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
60,40537,NCD_PAC,COUNTRY,GNB,AFR,YEAR,Africa,SEX,2005,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,20.7 [5.5-46.8],20.741104,5.4980578,46.775333,,2024-06-21T13:42:48.827+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
61,41860,NCD_PAC,COUNTRY,MDA,EUR,YEAR,Europe,SEX,2017,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,12.2 [7.3-18.2],12.191185,7.3285284,18.207382,,2024-06-21T13:42:48.827+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
62,42774,NCD_PAC,COUNTRY,DOM,AMR,YEAR,Americas,SEX,2016,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,27.7 [10.6-53.4],27.735352,10.557478,53.395782,,2024-06-21T13:42:48.827+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
63,42990,NCD_PAC,COUNTRY,LUX,EUR,YEAR,Europe,SEX,2010,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,21.0 [16.0-26.6],20.961771,16.032246,26.590427,,2024-06-21T13:42:48.827+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
64,43207,NCD_PAC,COUNTRY,COG,AFR,YEAR,Africa,SEX,2000,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,19.6 [7.4-37.7],19.609852,7.357358,37.661659,,2024-06-21T13:42:48.827+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
65,43690,NCD_PAC,COUNTRY,TZA,AFR,YEAR,Africa,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,4.2 [2.2-7.1],4.2140579,2.164521,7.0957198,,2024-06-21T13:42:48.827+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
66,44418,NCD_PAC,COUNTRY,SAU,EMR,YEAR,Eastern Mediterranean,SEX,2021,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,49.8 [39.8-59.6],49.81448,39.813644,59.630264,,2024-06-21T13:42:48.827+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
67,45319,NCD_PAC,COUNTRY,JPN,WPR,YEAR,Western Pacific,SEX,2018,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,46.9 [37.1-56.8],46.94352,37.076321,56.812317,,2024-06-21T13:42:48.827+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
68,45741,NCD_PAC,COUNTRY,TUR,EUR,YEAR,Europe,SEX,2004,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,29.1 [20.9-38.2],29.070934,20.876646,38.246151,,2024-06-21T13:42:48.827+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
69,45760,NCD_PAC,COUNTRY,VCT,AMR,YEAR,Americas,SEX,2019,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,39.6 [23.1-58.8],39.598763,23.068581,58.791828,,2024-06-21T13:42:48.827+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
70,47268,NCD_PAC,COUNTRY,BLR,EUR,YEAR,Europe,SEX,2018,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,17.6 [11.6-25.1],17.605942,11.563293,25.103718,,2024-06-21T13:42:48.827+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
71,47687,NCD_PAC,COUNTRY,POL,EUR,YEAR,Europe,SEX,2015,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,31.5 [24.1-39.4],31.547129,24.100185,39.361919,,2024-06-21T13:42:48.827+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
72,47932,NCD_PAC,COUNTRY,LAO,WPR,YEAR,Western Pacific,SEX,2001,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,19.6 [10.5-31.3],19.581728,10.527407,31.332138,,2024-06-21T13:42:48.827+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
73,47990,NCD_PAC,COUNTRY,FSM,WPR,YEAR,Western Pacific,SEX,2008,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,36.5 [27.3-46.1],36.477699,27.263784,46.140038,,2024-06-21T13:42:48.827+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
74,48260,NCD_PAC,COUNTRY,MNE,EUR,YEAR,Europe,SEX,2017,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,23.6 [10.3-41.6],23.57102,10.293182,41.571075,,2024-06-21T13:42:48.827+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
75,49142,NCD_PAC,COUNTRY,KAZ,EUR,YEAR,Europe,SEX,2012,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,22.2 [13.4-32.8],22.153301,13.410428,32.797306,,2024-06-21T13:42:48.827+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
76,49299,NCD_PAC,COUNTRY,ERI,AFR,YEAR,Africa,SEX,2004,SEX_BTSX,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,11.8 [6.3-19.1],11.803541,6.2820644,19.072556,,2024-06-21T13:42:48.827+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
77,49795,NCD_PAC,COUNTRY,CRI,AMR,YEAR,Americas,SEX,2019,SEX_MLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,40.9 [27.0-56.3],40.868736,27.019814,56.310631,,2024-06-21T13:42:48.827+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
78,49911,NCD_PAC,REGION,WPR,,YEAR,,SEX,2004,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,21.6 [16.4-27.5],21.555094,16.351215,27.53833,,2024-06-21T13:42:48.827+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
79,52003,NCD_PAC,COUNTRY,GTM,AMR,YEAR,Americas,SEX,2011,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,23.4 [15.1-32.6],23.427889,15.137691,32.599537,,2024-06-21T13:42:48.827+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
80,52196,NCD_PAC,COUNTRY,JOR,EMR,YEAR,Eastern Mediterranean,SEX,2022,SEX_FMLE,AGEGROUP,AGEGROUP_YEARS18-PLUS,,,,,24.5 [12.8-39.0],24.514488,12.793972,39.000111,,2024-06-21T13:42:48.827+02:00,2022,2022-01-01T00:00:00+01:00,2022-12-31T00:00:00+01:00
